oid_mitkan,ms_miklat,k_sug,t_sug,k_rechov,shem_recho,ms_bait,knisa,Full_Address,shem_rechov_eng,shetach_mr,k_sinon,t_sinon,hearot,h_sug,x_coord,y_coord,lon,lat,shem_baalim,shem,pail,from_time,to_time,opening_times,url_tik,telephone_henion,maneger_name,email,celolar,is_open,UniqueId,date_import,miklat_mungash
10809,415,1.0,מקלט ציבורי,78.0,המלך ג'ורג',33, ,המלך ג'ורג' 33 ,GAN MEIR,120.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא בתוך ""גן מאיר"". כניסה ראשית מרחוב המלך ג'ורג' בשביל בין בניינים מספר 33 ו-35. גישות נוספות:רחוב סמטת גן מאיר 5,רחוב משעול יעקב 5 ודרך הכניסה המערבית לגן מרחוב טשרניחובסקי 35.",לא,178780.95454803,664477.70126902,34.77294807,32.07247837,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-270,13/03/2026 10:13:17,
10810,85,4.0,חניון מחסה לציבור,798.0,הסוללים,5, ,הסוללים 5 ,HASSOLELIM          ,18900.0,0.0,ללא מערכת סינון,"הכנסיה והיציאה מרח' תובל, הכניסה אינה להולכי רגל אלה רק לרכבים והשער נפתח עם כרטיס עובד הוא חושב שאין צורך בשילוט כי אין אפשרות להיכנס רגלית לחניון", ,180891.38054424,664138.41678733,34.79531272,32.06949292,צ'ק פוינט,צ'ק פוינט,כשיר לשימוש,,,פתוח כל השבוע  24/7 ,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\צ'ק פוינט,03-6115030,רועי חזות,royha@checkpoint.com,050-6666300,כן,592-31,13/03/2026 10:13:17,
10811,20102,4.0,חניון מחסה לציבור,644.0,יגאל אלון ,98,,יגאל אלון  98,,70000.0,,,,,180707.24028282,664159.50381727,34.79336175,32.06967676,קבוצת אמפא,חניון מגדל אלקטרה,כשיר לשימוש,,,,,050-5749494,,,,כן,592-392,13/03/2026 10:13:17,
10812,78,4.0,חניון מחסה לציבור,3184.0,טולוז ,8, ,טולוז  8 ,TOULOUSE           ,3900.0,0.0,ללא מערכת סינון,יש להיכנס דרך השומר, ,176351.45909884,660829.9230902,34.74738155,32.03949328,נאות התיכון,נאות התיכון מרכז גריאטרי,כשיר לשימוש,,,24 שעות ביממה,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\נאות התיכון,03-5073450,מיכאל בריל,,050-8818907,כן,592-233,13/03/2026 10:13:17,
10813,68,4.0,חניון מחסה לציבור,712.0,נחלת יצחק ,20, ,נחלת יצחק  20 ,NAHALT YITZHAK   ,16660.0,0.0,ללא מערכת סינון,, ,181096.176835,664599.31244167,34.79746319,32.07365617,מגדלי תל אביב,מגדלי תל אביב,כשיר לשימוש,,,"א'-ה' מ 06:00 עד 23:30
ו'  מ 09:00 עד 16:00",\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מגדלי תל אביב,03-9070080,אילמה,,0535238899,כן,592-12,13/03/2026 10:13:17,
10814,58,4.0,חניון מחסה לציבור,54.0,מנחם בגין,52, ,מנחם בגין 52 ,BEGIN  MENAHEM         ,21420.0,0.0,ללא מערכת סינון,יש 2 כניסות לחניון- מנחם בגין 52 כניסה רגלית מהשומר ודוד חכמי 1 כניסה מהחניה, ,179505.68257694,663463.46682909,34.78066567,32.06335812,נכסי אריאל,מגדל סונול,כשיר לשימוש,,,פתוח 24/שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מגדלי סונול,03-7914471,אוסנת,sonolmng@arielgrup.co.il,050-4949169,כן,592-193,13/03/2026 10:13:17,
10815,517,1.0,מקלט ציבורי,759.0,דם המכבים,26, ,דם המכבים 26 ,DAM HAMAKABIM       ,100.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא בכניסה המערבית ל""גן ריקליס"" בין בניינים 26 ו-22 ומול בית מספר 35.",לא,181293.10911459,664046.35165662,34.79957086,32.06867636,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-324,13/03/2026 10:13:17,
10816,101,1.0,מקלט ציבורי,843.0,קהילת קראקוב,3, ,קהילת קראקוב 3 ,KEHILAT KARAKOV     ,100.0,1.0,"מקלט מוגן אב""כ",המקלט נמצא בגינה מול בית מספר 1 וכן מול בתים 20 ו-22 ברחוב קהילת לבוב - פתיחה אוטומטית בשעת חירום.,לא,183301.78996635,668608.85713409,34.82067155,32.10988637,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-180,13/03/2026 10:13:17,
10817,910,1.0,מקלט ציבורי,3576.0,בלבן מאיר,3, ,בלבן מאיר 3 ,BALABAN             ,100.0,1.0,מערכת סינון,"המקלט נמצא משמאל לפינת העיקול ימינה, בסמוך לבית מספר 5 ובכניסה לגינת ""סטרנסקי"".",לא,179186.95012443,661883.28158567,34.77735661,32.04909697,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-163,13/03/2026 10:13:17,
10818,62,4.0,חניון מחסה לציבור,193.0,רמז דוד,6, ,רמז דוד 6 ,ARLOZOROV          ,6300.0,0.0,ללא מערכת סינון,יפעת אחראית על הכניסה של רמז בלבד פתוח 24/7, ,179959.7522216,665872.88224978,34.78537502,32.08510173,שרותי בריאות כללית,מגדל רמז,כשיר לשימוש,,,א'-ה' מ 05:30 עד 22:00,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\בית רמז,03-6923374,יפעת,,יפעת	052-8016701,כן,592-326,13/03/2026 10:13:17,
10819,1024,1.0,מקלט ציבורי,3237.0,צהלון הרופא,3, ,צהלון הרופא 3 ,TSAHALIN HAROFEH    ,75.0,1.0,מערכת סינון,המקלט נמצא מול בית מספר 6 סמוך לכיכר פואד איסמעיל דג'אני.,לא,177122.58719362,661287.7597402,34.75552527,32.04365114,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-277,13/03/2026 10:13:17,
10820,526,2.0,מקלט ציבורי במוסדות חינוך,1122.0,הצבי,5, ,הצבי 5 ,HATZEVI             ,100.0,0.0,ללא מערכת סינון,"המקלט נמצא במתחם גני ילדים בתוך ביה""ס ""צבי שפירא"". הדרך הקצרה ביותר להגיע היא מגן הילדים - כניסה לחניון ברחוב החבצלת 7 או דרך הגינה מרחוב אשרמן יוסף 8 לשער של הגן. בהמשך ישנם מספר שערי פישפש הנפתחים בחירום. ניתן להיכנס גם דרך שער ביה""ס בצבי 5 ולחצות לקצה.",כן,182175.93836795,662731.60779006,34.80897136,32.05684974,,מתחם  גני צבי שפירא,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-320,13/03/2026 10:13:17,
10821,1018,1.0,מקלט ציבורי,3432.0,"שדרות חב""ד",26, ,"שדרות חב""ד 26 ",,60.0,0.0,ללא מערכת סינון,"פינת הרבי מפשיסחא 4. המקלט נמצא מול רחוב בת עין 18, ברחבה.",לא,176914.75389856,661045.87039679,34.75333555,32.04146202,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-89,13/03/2026 10:13:17,
10822,520,2.0,מקלט ציבורי במוסדות חינוך,511.0,איסרליש,5, ,איסרליש 5 ,ISSERLES            ,50.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח התלמוד תורה ""פיתוחי חותם"".גישה מרחוב איסרליש 5 דרך שער כניסת רכבים בסוף הרחוב ללא מוצא ודרך שער כניסה לת""ת. גישה נוספת מרחוב שפע טל 17.",כן,180538.02104257,664338.93307201,34.79156237,32.071289,בית ספר פיתוח חותם,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-356,13/03/2026 10:13:17,
10823,533,2.0,מקלט ציבורי במוסדות חינוך,675.0,מודיליאני,19, ,מודיליאני 19 ,MODIGLIANI          ,50.0,0.0,ללא מערכת סינון,"המקלט נמצא בתוך שטח בי""ס ""היובל"". הכניסה דרך השער הראשי ברחוב גליצנשטיין ואז ימינה למקלט.",כן,179839.47405083,665351.35850936,34.78412254,32.08039452,,בית ספר היובל,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-389,13/03/2026 10:13:17,
10824,534,1.0,מקלט ציבורי,1035.0,שביל ארטר יצחק,6, ,שביל ארטר יצחק 6 ,ERTER               ,100.0,1.0,"מקלט מוגן אב""כ",הכניסה למקלט מול בית מספר 7 בצמוד לחנייה.,לא,181046.15376398,664095.75372676,34.79695354,32.06911347,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-309,13/03/2026 10:13:17,
10825,401,1.0,מקלט ציבורי,269.0,הפרדס,5, ,הפרדס 5 ,HAPARDES            ,90.0,1.0,"מקלט מוגן אב""כ","הגישה למקלט דרך חניון הרכבים של ביה""ס ""חמד""ע"" הנמצא מול בית מספר 4. בין ביה""ס לחניון קיים שביל גישה ואז שמאלה למקלט, גישה נוספת דרך רחוב שמואל הנגיד לתוך החניון מול המקלט.",לא,179417.86745227,665663.61995269,34.77964399,32.08319553,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-157,13/03/2026 10:13:17,
10826,1012,1.0,מקלט ציבורי נגיש,3005.0,יוסי בן יוסי,1, ,יוסי בן יוסי 1 ,OLEY TSIYON         ,600.0,0.0,ללא מערכת סינון,"פינת רחוב נועם 4, הכניסה למקלט נמצאת בסוף הרחוב ללא מוצא, מימין לחנייה של ביה""ס הדמוקרטי הפתוח ובסמוך לגינה הציבורית. ניתן להגיע גם מרחוב עולי ציון 24, רחוב יהודה מרגוזה 11.",לא,177199.24830246,662188.46401895,34.75629733,32.05177638,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-385,13/03/2026 10:13:17,
10827,46,4.0,חניון מחסה לציבור,344.0,הוברמן,1, ,הוברמן 1 ,HUBERMAN            ,37200.0,0.0,ללא מערכת סינון,"איש הקשר הנ""ל ,קבלו אתמול שילוט!", ,179401.87942957,664452.81123368,34.77952517,32.07227615,"אחוזת החוף בע""מ",היכל התרבות,כשיר לשימוש,,,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\התרבות,03-7610346,קובי אלקיים,ruby@ahuzot.co.il,053-5900399,כן,592-314,13/03/2026 10:13:17,
10828,705,1.0,מקלט ציבורי נגיש,384.0,"הגר""א",28, ,"הגר""א 28 ",HAGHARA             ,115.0,0.0,ללא מערכת סינון,"המקלט נמצא בתוך תחום המרכז הקהילתי הגר""א והגישה אליו דרך השער הראשי או שער החנייה.",לא,179551.11564145,662972.96913272,34.78116717,32.05893651,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-404,13/03/2026 10:13:17,
10829,833,1.0,מקלט ציבורי,637.0,שדרות יד לבנים,4, ,שדרות יד לבנים 4 ,YAD LABANIM         ,75.0,0.0,ללא מערכת סינון,"המקלט נמצא בשדרה מול קבוצת בתים מספר 4, מזרחית לפלאפל יד אליהו.",לא,180638.43418513,663144.86437676,34.79267406,32.06052456,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-323,13/03/2026 10:13:17,
10830,1003,1.0,מקלט ציבורי,3008.0,ארליך,3, ,ארליך 3 ,DR. EHRLICH         ,60.0,0.0,ללא מערכת סינון,"המקלט נמצא מול ""גן השניים"". ברחוב ארליך מול בית מספר 2 קיימת חנייה בצמוד לגן השניים, בקצה החנייה נמצא המקלט.",לא,176840.04279249,661622.50121544,34.75251902,32.04665914,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-102,13/03/2026 10:13:17,
10831,316,1.0,מקלט ציבורי,240.0,שדרות מוצקין,6, ,שדרות מוצקין 6 ,MOTZKIN             ,200.0,0.0,ללא מערכת סינון,"המקלט נמצא בצמוד למתחם גני הילדים של נעמ""ת ובסמוך לבניין מספר 4 - מרכז סקלאר.",לא,178905.75072521,666359.25094029,34.77419026,32.08945026,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-223,13/03/2026 10:13:17,
10832,824,2.0,מקלט ציבורי במוסדות חינוך,622.0,התשעים ושלוש,4, ,התשעים ושלוש 4 ,,100.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח ביה""ס ""עירוני ח' ראשית"", כניסה מהשער הראשי, ישר וימינה למגרש הכדורסל המקלט ממול.",כן,180112.67943871,662682.6847206,34.78712557,32.0563385,,בית ספר עירוני ח,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-71,13/03/2026 10:13:17,
10833,807,1.0,מקלט ציבורי,4052.0,ורד,9,ב,ורד 9ב,VERED               ,100.0,0.0,ללא מערכת סינון,"בין בניינים 5 ו-7 ימינה לתוך חנייה קטנה, בהמשך מימין נמצא המקלט בשיפולי גן התקווה. ניתן להגיע גם מרחוב גבעתי 10 ולחצות את גן התקווה מערבה.",לא,180689.99225833,662241.76709462,34.79325647,32.05238236,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-18,13/03/2026 10:13:17,
10834,110,1.0,מקלט ציבורי,2073.0,פילדלפיה,8, ,פילדלפיה 8 ,PHILADELPHIA        ,150.0,1.0,"מקלט מוגן אב""כ",בין מבנים 6 ו-8 בצמוד לטיפת חלב. קיים שער נפרד בכניסה למתחם המקלט שנפתח ידנית בשעת חירום - המקלט נפתח אוטומטית בשעת חירום.,לא,185093.56751016,669841.92988471,34.83961145,32.12106209,,,כשיר לשימוש,,,נפתח אוטומטית בשעת חירום,,,,,,כן,592-67,13/03/2026 10:13:17,
10835,118,1.0,מקלט ציבורי,821.0,בריג אמיל,5, ,בריג אמיל 5 ,,125.0,0.0,ללא מערכת סינון,מול בניין מספר 8. גישה למקלט גם דרך רחוב קהילת ורשה 81 פנייה לשביל עד למקלט. גישה נוספת מרחוב קיציס יוסף 23 שמאלה דרך מגרש הכדורסל.,לא,183393.54909662,668462.986927,34.82164924,32.10857389,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-196,13/03/2026 10:13:17,
10836,52,4.0,חניון מחסה לציבור,8.0,"שד""ל",3, ,"שד""ל 3 ",ROTHSHILD  ,10600.0,0.0,ללא מערכת סינון,טלפון נוסף של הבעלים 03-7147777; רק בשעת אזעקות המקום פתוח להולכי רגל , ,178885.93069707,663432.42778502,34.774104,32.0630561,"אלרוב נדלן מלונאות בע""מ",מגדל אלרוב,כשיר לשימוש,,,רק בשעת אזעקות המקום פתוח להולכי רגל,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מגדל אלרוב,03-5609495,אריק גוליגר,arikg@alrov.co.il,054-5630652,כן,592-410,13/03/2026 10:13:17,
10837,135,1.0,מקלט ציבורי,884.0,מרק יעקב,3, ,מרק יעקב 3 ,HARAV MARK          ,50.0,0.0,ללא מערכת סינון,"נמצא בין בניינים 1 ו-3,משמש כבית כנסת, מול גינת המשחקים.",לא,182911.95241289,668698.27826105,34.81653776,32.11068017,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-396,13/03/2026 10:13:17,
10838,907,1.0,מקלט ציבורי,3595.0,הקשת,28, ,הקשת 28 ,HAKESHET            ,60.0,0.0,ללא מערכת סינון,"המקלט נמצא מול בית מספר 29, בין בתים 26 ו-30 בסמוך לגינת המשחקים. המקלט משמש את בית הכנסת ""מקדשי השביעי""",לא,178900.44771768,661316.04478036,34.77434703,32.04397147,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-73,13/03/2026 10:13:17,
10839,205,2.0,מקלט ציבורי במוסדות חינוך,2081.0,לויטן יצחק,7, ,לויטן יצחק 7 ,LEVITAN             ,120.0,0.0,ללא מערכת סינון,"המקלט נמצא בתוך שטח בי""ס ""ארזים"", מהשער הראשי ישר לתוך מבנה בית הספר, מבואה ועד ליציאה החוצה שממול המקלט.",כן,181110.10885478,669642.29260128,34.7974091,32.11913313,,בית ספר ארזים,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-279,13/03/2026 10:13:17,
10840,38,4.0,חניון מחסה לציבור,44.0,החשמל,9, ,החשמל 9 ,HAHASHMAL           ,7050.0,0.0,ללא מערכת סינון, כניסה מלבונטין 10, ,178915.04773841,663184.41443291,34.7744228,32.06082061,אוריו חניונים ירוקים,גינת השרון,כשיר לשימוש,,,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\גינות שרון,03-6241007,רון,ron@greenparking.co.il,054-9505696,כן,592-390,13/03/2026 10:13:17,
10841,119,1.0,מקלט ציבורי,820.0,קהילת לודג',12, ,קהילת לודג' 12 ,KEHILAT LODZ        ,125.0,0.0,ללא מערכת סינון,"המקלט נמצא מאחורי בית מספר 12, בשולי הפארק הסמוך,גישה למקלט בשביל בין בניינים 10-12 .בזמן חירום ניתן להגיע גם דרך הכביש הראשי מול רחוב בני אפרים 201 ולחצות את הגינה.",לא,182868.67435144,668544.89504329,34.81608508,32.10929559,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-46,13/03/2026 10:13:17,
10842,627,1.0,מקלט ציבורי,146.0,התלמי יהושע,16, ,התלמי יהושע 16 ,YEHOSHU'A HATALMI   ,100.0,0.0,ללא מערכת סינון,המקלט נמצא בתוך מתחם אגף השירותים החברתיים. משמאל למבנה הכניסה קיים שער כניסה למתחם שנפתח בשעת חירום. יש ללכת ישר ולפנות שמאלה לכיוון המקלט. המקלט יכול לשרת את מבלי שדרות רוטשילד מערב מספר 2-8. ניתן להגיע גם דרך רחוב לילינבלום 11.,לא,178287.4508474,663336.18264838,34.76777042,32.0621665,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-325,13/03/2026 10:13:17,
10843,35,4.0,חניון מחסה לציבור,2355.0,אלוני ניסים,10, ,אלוני ניסים 10 ,NISSIM  ALONI                               ,7200.0,0.0,ללא מערכת סינון,ניתן להיכנס דרך הבניין 24 שעות . לא קיבלו שילוט הכוונה . כניסה ויציאה מרח' דוש. בזמן שהחניון סגור ניתן להכנס אליו דרך הקניון שפתוח כל השבוע ללא הפסקה., ,181008.839711,666236.54276608,34.79647262,32.08841742,גזית גלוב ישראל,ג'י צמרת,כשיר לשימוש,24 שעות,,,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\ג'י צמרת,03-7778111,אייל שקל,,052-6177962,כן,592-245,13/03/2026 10:13:17,
10844,708,1.0,מקלט ציבורי,1.0,יפו,44, ,יפו 44 ,YAFO                ,800.0,0.0,ללא מערכת סינון,הכניסה הראשית למקלט דרך שביל בין הבניינים 44 ו-46 וימינה לדלת ירוקה. המקלט נמצא תחת שטח הבניין המשותף אך הכניסה אליו אינה תלויה בכניסה למבנה אף שקיימות מספר כניסות למקלט מתוך המבנה שאינן רלוונטיות.,לא,178621.09132107,663109.22632617,34.77131317,32.06013197,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-304,13/03/2026 10:13:17,
10845,802,1.0,מקלט ציבורי,1079.0,רחבת הסיירים,1, ,רחבת הסיירים 1 ,HASAYARIM           ,100.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא במרכז הכיכר מול בית מספר 1, ניתן להגיע גם מרחוב המערכה 31. לרחוב שמות נוספים וידוע גם כ- הסיירים או כיכר הסיירים.",לא,181074.71180452,663245.22151924,34.79728997,32.0614445,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-369,13/03/2026 10:13:17,
10846,310,2.0,מקלט ציבורי במוסדות חינוך,27.0,הירקון,248, ,הירקון 248 ,HAYARKON            ,100.0,0.0,ללא מערכת סינון,"נמצא בתוך בי""ס ""גורדון"". כניסה מהשער הראשי לתוך מבנה ביה""ס ואז ימינה לחצר הפנימית. קיימות 2 כניסות למקלט.",כן,178777.80854357,666603.71928736,34.77282464,32.0916502,,בית ספר א.ד גורדון,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-57,13/03/2026 10:13:17,
10847,1015,1.0,מקלט ציבורי,3060.0,קדם,125, ,קדם 125 ,KEDEM               ,60.0,0.0,ללא מערכת סינון,המקלט נמצא מול בית מספר 125 והגישה אליו דרך החניון הצמוד אליו. בנוסף המקלט נמצא מול מסעדת כלת הים ברחוב שתי האחיות 2 המוביל לחוף גבעת עלייה. מרחוב שתי האחיות אין גישה ויש לעלות לקדם  דרך החניון.,לא,176193.9358752,660824.72908283,34.7457141,32.03944042,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-168,13/03/2026 10:13:17,
10848,411,1.0,מקלט ציבורי,101.0,הכרם,2, ,הכרם 2 ,HAKEREM             ,75.0,0.0,ללא מערכת סינון,"המקלט נמצא בכניסה ל""גן ערן"" בין בנייינים הכרם 4 וארנון 1.",לא,178435.37205741,665627.21990101,34.76923897,32.08283195,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-170,13/03/2026 10:13:17,
10849,113,1.0,מקלט ציבורי,835.0,תבואות הארץ,9, ,תבואות הארץ 9 ,TEVUOT HA'ARETS     ,130.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא מול בית מספר 18,בגינה ליד מגרש הכדורסל ובסמוך לביה""ס התיכון י""ד. ניתן להגיע למקלט גם דרך רחוב אבן ספיר 15,ממול קיים שביל לגינה ולמקלט - פתיחה אוטומטית בשעת חירום.",לא,183933.88686374,668794.66439789,34.82736181,32.11158207,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-78,13/03/2026 10:13:17,
10850,129,2.0,מקלט ציבורי נגיש,831.0,אלדד הדני,11, ,אלדד הדני 11 ,ELDAD HADANI,75.0,0.0,ללא מערכת סינון,המקלט נמצא בתוך שטח אשכול גני הילדים. שער ראשי + שער פשפש שנפתחים ידנית בחירום.,כן,183981.08693076,668523.40701278,34.82787195,32.10913741,אשכול גנים מטודלה,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-271,13/03/2026 10:13:17,
10851,100,4.0,חניון מחסה לציבור,1162.0,ברקוביץ,4,,ברקוביץ 4,,17361.0,,,,,180051.59035198,665112.35517005,34.78637902,32.07824667,נכסי אריאל,חניון המוזיאון,כשיר לשימוש,,,פתוח 24 שעות,,03-6935113,מור נעמן (החליף את חיים),mailto:MUSEUMMNG@ARIELGRUP.CO.IL,054-4698267,כן,592-381,13/03/2026 10:13:17,
10852,706,1.0,מקלט ציבורי,3560.0,ויטל חיים,2, ,ויטל חיים 2 ,VITAL               ,475.0,0.0,ללא מערכת סינון,המקלט נמצא בבית המשותף מספר 2 מול מספר 3. למקלט 3 כניסות. הראשית במעבר (מעין פסאג') לכניסה לבניין. 2 הכניסות האחרות מרוחקות יותר ונמצאות בחניון מאחורי הבניין אחת מימין ואחת משמאל.,לא,178221.71975408,662706.4907544,34.76710138,32.05648566,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-266,13/03/2026 10:13:17,
10853,66,4.0,חניון מחסה לציבור,644.0,אלון יגאל,65, ,אלון יגאל 65 ,YIG'AL ALLON        ,25620.0,0.0,ללא מערכת סינון,פתוח 24 שעות  דרך השומר, ,180533.84103664,663667.65511898,34.7915453,32.06523539,"ש.ש. חניונים בע""מ",מגדלי טויוטה,כשיר לשימוש,,,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מגדלי טויטה,03-6251288,מאיר זר,mailto:zer@mekdan.com,052-3400675,כן,592-8,13/03/2026 10:13:17,
10854,134,1.0,מקלט ציבורי,819.0,הדר יוסף,24, ,הדר יוסף 24 ,HADAR YOSEF         ,100.0,0.0,ללא מערכת סינון,מקלט עם דלת נגררת במפלס הרחוב מול בניין 24. בחירום מנעול הדלת ייפתח ונדרש לפתוח ידנית את ידית הבריח הנמצאת בצד הפנימי של הדלת ולדחוף אותה.,לא,183093.34167041,668461.95092553,34.81846859,32.10855489,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-337,13/03/2026 10:13:17,
10855,922,1.0,מקלט ציבורי,3667.0,השרביט,4, ,השרביט 4 ,HASHARVIT           ,75.0,1.0,מערכת סינון,"המקלט נמצא מול בית מספר 4, ברחבה הציבורית. ניתן להגיע למקלט גם דרך רחוב שדרות גורי ישראל 7-9 וגם דרך רחוב ורשבסקי 5 שמאלה לחנייה.",לא,179083.98997826,661005.42333936,34.77630332,32.04117692,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-339,13/03/2026 10:13:17,
10856,506,1.0,מקלט ציבורי,673.0,סולד הנרייטה,6,,סולד הנרייטה 6,,100.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח הישיבה הגבוהה ""מעלה אליהו"". הישיבה צמודה לנקודת הפיקוח העירוני של עיריית ת""א ומול חלקו האחורי של ביה""ח ""איכילוב"". בין החניון העירוני לישיבה קיים שביל המוביל לכניסה למתחם הכולל קודן ושער, בשעת חירום באחריות הישיבה לפתיחתו המלאה.",לא,180515.26801027,665216.68431816,34.79128579,32.0792036,,,כשיר לשימוש,,,באחריות הישיבה לפתיחת שער הכניסה בחירום.,,,,,,כן,592-91,13/03/2026 10:13:17,
10857,54,4.0,חניון מחסה לציבור,110.0,הירדן,4, ,הירדן 4 ,HAYARDEN            ,15300.0,0.0,ללא מערכת סינון,, ,178050.83051146,664623.58947614,34.76520922,32.07376739,"אלרוב ישראל בע""מ",מגדל האופרה,כשיר לשימוש,,,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\בית האופרה,03-5175921,,,,כן,592-254,13/03/2026 10:13:17,
10858,930,1.0,מקלט ציבורי,3605.0,שלושת החיצים,6, ,שלושת החיצים 6 ,SHLISHET HACHITSIM  ,120.0,1.0,מערכת סינון,המקלט נמצא בסמוך לבית מספר 6 בשולי חורשת קרית שלום. ניתן להגיע למקלט דרך רחוב הקשת 19 ובנוסף מאזור קאנטרי גורן גולדשטיין שנמצא לא רחוק.,לא,178707.99644446,661281.95373196,34.7723109,32.04365711,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-204,13/03/2026 10:13:17,
10859,504,1.0,מקלט ציבורי,545.0,שטרוק,16, ,שטרוק 16 ,,100.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא במתחם אגף מערכות מידע ומחשוב של עיריית ת""א. כניסה ראשית למתחם דרך השער עם השומר ברחוב שטרוק 16, חוצים את החנייה ישר עד לשביל בין הבניינים ואז שמאלה. כניסה נוספת דרך שער ברזל הנפתח ידנית בחירום ברחוב ליליין(ליליאן) 13.",לא,179655.52178967,665720.6820337,34.78215886,32.08371852,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-181,13/03/2026 10:13:17,
10860,841,1.0,מקלט ציבורי,758.0,דיין משה,116, ,דיין משה 116 ,MOSHE DAYAN         ,50.0,1.0,מערכת סינון,המקלט נמצא בשטח המגונן מול 116 ומימין לשביל ברחוב יפרח 1. למקלט דלת נגררת הנפתחת בחירום ונדרש רק לדחוף אותה.,לא,181180.49895471,663716.0601877,34.79839144,32.06569403,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-359,13/03/2026 10:13:17,
