Manufacturer,Model,Year,Fuel_Type,Original_Price_ILS,Current_Price_ILS,Mileage_km,Hand,Ownership_Type
Tesla,Model 3,2019,Electric,200000,73699,92801,2,Private
Renault,Megane,2021,Diesel,140000,99978,49948,1,Leasing
Renault,Megane,2018,Diesel,140000,89200,102437,1,Private
BYD,Atto 3,2022,Electric,165000,165000,30848,3,Private
Hyundai,Tucson,2022,Petrol,175000,171880,31133,3,Private
Geely,Geometry C,2023,Electric,155000,98919,23035,1,Private
BYD,Atto 3,2022,Electric,165000,154281,30336,1,Leasing
Renault,Megane,2021,Diesel,140000,57333,57795,3,Private
Tesla,Model 3,2024,Electric,200000,161370,1000,1,Leasing
Hyundai,Tucson,2021,Petrol,175000,175000,47031,3,Private
Mazda,Mazda 3,2021,Petrol,150000,107361,54111,2,Private
BYD,Atto 3,2022,Electric,165000,165000,28695,3,Private
Renault,Megane,2018,Diesel,140000,20000,114707,3,Leasing
Kia,Sportage,2023,Petrol,175000,175000,14536,2,Private
Geely,Geometry C,2024,Electric,155000,124921,4009,1,Private
Kia,Sportage,2019,Petrol,175000,127393,87015,1,Private
Hyundai,Tucson,2021,Petrol,175000,83021,56223,3,Leasing
Mazda,Mazda 3,2018,Petrol,150000,114541,103871,2,Private
Kia,Sportage,2023,Petrol,175000,108853,22949,2,Private
Tesla,Model 3,2023,Electric,200000,200000,14924,2,Private
Kia,Sportage,2021,Petrol,175000,78257,58736,3,Private
Renault,Megane,2023,Diesel,140000,140000,14478,2,Private
Renault,Megane,2024,Diesel,140000,115116,1000,1,Leasing
Geely,Geometry C,2020,Electric,155000,20000,81032,3,Private
BYD,Atto 3,2022,Electric,165000,20000,48425,3,Leasing
Kia,Sportage,2021,Petrol,175000,109755,55323,3,Private
Toyota,Corolla,2021,Hybrid,155000,138486,51141,2,Private
Skoda,Octavia,2020,Petrol,160000,73276,73663,3,Leasing
Kia,Sportage,2023,Petrol,175000,141013,17298,2,Company
BYD,Atto 3,2018,Electric,165000,49747,109538,1,Company
Geely,Geometry C,2022,Electric,155000,155000,22388,1,Private
Geely,Geometry C,2023,Electric,155000,77863,22712,2,Company
Toyota,Corolla,2022,Hybrid,155000,91958,40977,1,Private
Skoda,Octavia,2020,Petrol,160000,24547,80515,1,Leasing
Toyota,Corolla,2020,Hybrid,155000,155000,63723,2,Company
Skoda,Octavia,2018,Petrol,160000,81256,106572,3,Leasing
Kia,Sportage,2018,Petrol,175000,115299,104015,2,Private
BYD,Atto 3,2023,Electric,165000,32259,31240,2,Private
Skoda,Octavia,2020,Petrol,160000,100628,72747,1,Private
BYD,Atto 3,2021,Electric,165000,119342,52558,1,Private
Toyota,Corolla,2021,Hybrid,155000,86530,57853,2,Private
Hyundai,Tucson,2019,Petrol,175000,136854,85897,1,Private
Toyota,Corolla,2022,Hybrid,155000,80516,40803,1,Leasing
Kia,Sportage,2023,Petrol,175000,123033,20843,2,Private
Mazda,Mazda 3,2019,Petrol,150000,84818,91241,2,Private
Tesla,Model 3,2019,Electric,200000,169653,81872,2,Leasing
Kia,Sportage,2020,Petrol,175000,163418,65304,2,Private
Kia,Sportage,2023,Petrol,175000,151216,18798,2,Private
Kia,Sportage,2018,Petrol,175000,31117,114126,2,Private
Toyota,Corolla,2023,Hybrid,155000,138285,18667,2,Private
Renault,Megane,2023,Diesel,140000,140000,13081,1,Private
Toyota,Corolla,2021,Hybrid,155000,79531,58953,1,Private
Kia,Sportage,2018,Petrol,175000,45572,110930,3,Leasing
Toyota,Corolla,2021,Hybrid,155000,129054,51937,2,Private
Mazda,Mazda 3,2024,Petrol,150000,141098,1000,1,Private
BYD,Atto 3,2023,Electric,165000,165000,13545,2,Private
Hyundai,Tucson,2019,Petrol,175000,105303,88824,2,Private
Toyota,Corolla,2023,Hybrid,155000,155000,11192,1,Private
Hyundai,Tucson,2023,Petrol,175000,171326,15482,2,Private
Toyota,Corolla,2024,Hybrid,155000,151407,1000,1,Private
Geely,Geometry C,2022,Electric,155000,102665,38017,1,Private
Kia,Sportage,2024,Petrol,175000,168022,1000,1,Private
Toyota,Corolla,2018,Hybrid,155000,28354,116314,2,Private
Mazda,Mazda 3,2018,Petrol,150000,78350,109052,1,Private
Skoda,Octavia,2024,Petrol,160000,114907,5696,1,Private
Toyota,Corolla,2018,Hybrid,155000,65445,110090,2,Company
Kia,Sportage,2021,Petrol,175000,33819,62043,3,Leasing
Hyundai,Tucson,2019,Petrol,175000,59615,94141,2,Private
Geely,Geometry C,2024,Electric,155000,151416,1000,1,Private
Geely,Geometry C,2022,Electric,155000,115541,35260,3,Private
Renault,Megane,2023,Diesel,140000,122472,15319,1,Leasing
Renault,Megane,2018,Diesel,140000,62397,106679,1,Private
Renault,Megane,2019,Diesel,140000,46830,91597,3,Private
Toyota,Corolla,2019,Hybrid,155000,37238,98268,2,Private
Hyundai,Tucson,2018,Petrol,175000,25493,114629,3,Private
Renault,Megane,2024,Diesel,140000,112013,1000,1,Leasing
Tesla,Model 3,2024,Electric,200000,182584,1508,1,Private
Toyota,Corolla,2019,Hybrid,155000,98543,90877,1,Private
Kia,Sportage,2018,Petrol,175000,101785,104986,3,Leasing
Kia,Sportage,2021,Petrol,175000,175000,45250,1,Private
BYD,Atto 3,2022,Electric,165000,141605,34209,1,Private
Renault,Megane,2022,Diesel,140000,40754,44112,3,Private
Mazda,Mazda 3,2018,Petrol,150000,98178,106295,2,Private
BYD,Atto 3,2024,Electric,165000,157143,1000,1,Private
Hyundai,Tucson,2023,Petrol,175000,175000,14929,2,Private
Renault,Megane,2023,Diesel,140000,83912,22683,2,Private
BYD,Atto 3,2019,Electric,165000,85766,89847,1,Private
Hyundai,Tucson,2021,Petrol,175000,108053,53487,3,Company
Renault,Megane,2019,Diesel,140000,69252,88742,3,Private
Skoda,Octavia,2022,Petrol,160000,85518,41471,2,Private
Skoda,Octavia,2023,Petrol,160000,160000,12885,2,Leasing
Tesla,Model 3,2020,Electric,200000,138184,69110,1,Leasing
Kia,Sportage,2019,Petrol,175000,60216,94115,1,Private
Toyota,Corolla,2019,Hybrid,155000,65140,93415,1,Leasing
Skoda,Octavia,2019,Petrol,160000,123773,86341,2,Private
Skoda,Octavia,2021,Petrol,160000,35057,63452,3,Private
Toyota,Corolla,2018,Hybrid,155000,72085,110900,1,Private
Hyundai,Tucson,2019,Petrol,175000,76726,92717,1,Private
Tesla,Model 3,2020,Electric,200000,112139,72384,2,Private
Geely,Geometry C,2024,Electric,155000,146164,1000,1,Private
Tesla,Model 3,2021,Electric,200000,108702,56765,1,Private
Skoda,Octavia,2019,Petrol,160000,102024,87258,1,Leasing
Mazda,Mazda 3,2021,Petrol,150000,101971,54023,1,Leasing
Skoda,Octavia,2021,Petrol,160000,64882,58099,2,Company
Toyota,Corolla,2020,Hybrid,155000,111465,71469,2,Private
Skoda,Octavia,2022,Petrol,160000,61334,44523,1,Private
Hyundai,Tucson,2021,Petrol,175000,136046,50424,2,Leasing
Geely,Geometry C,2020,Electric,155000,104988,68950,3,Private
Mazda,Mazda 3,2022,Petrol,150000,93267,37898,1,Leasing
Toyota,Corolla,2022,Hybrid,155000,62485,44753,2,Private
Skoda,Octavia,2019,Petrol,160000,129708,83823,1,Leasing
Mazda,Mazda 3,2021,Petrol,150000,146877,48389,1,Company
BYD,Atto 3,2018,Electric,165000,20000,115992,2,Private
Kia,Sportage,2019,Petrol,175000,57173,94010,3,Private
Renault,Megane,2019,Diesel,140000,61214,89888,1,Private
Skoda,Octavia,2022,Petrol,160000,156256,32555,3,Private
Hyundai,Tucson,2020,Petrol,175000,96585,73126,1,Private
Tesla,Model 3,2024,Electric,200000,93019,8354,1,Company
Mazda,Mazda 3,2023,Petrol,150000,150000,15493,1,Private
BYD,Atto 3,2022,Electric,165000,65043,43132,1,Private
Renault,Megane,2024,Diesel,140000,134335,1000,1,Private
BYD,Atto 3,2022,Electric,165000,51990,44392,2,Private
Tesla,Model 3,2024,Electric,200000,197366,1000,1,Private
Renault,Megane,2022,Diesel,140000,140000,25962,3,Company
BYD,Atto 3,2024,Electric,165000,88108,6555,1,Leasing
Tesla,Model 3,2023,Electric,200000,188543,16878,2,Private
Tesla,Model 3,2019,Electric,200000,94542,90835,2,Private
Tesla,Model 3,2018,Electric,200000,58373,110086,3,Leasing
Kia,Sportage,2019,Petrol,175000,131443,85684,2,Private
BYD,Atto 3,2024,Electric,165000,159479,1000,1,Private
Geely,Geometry C,2024,Electric,155000,111228,6060,1,Private
Hyundai,Tucson,2020,Petrol,175000,128544,69534,3,Private
Hyundai,Tucson,2018,Petrol,175000,98393,106511,3,Private
BYD,Atto 3,2022,Electric,165000,20000,48855,2,Private
Toyota,Corolla,2020,Hybrid,155000,100164,72597,2,Private
Skoda,Octavia,2024,Petrol,160000,154445,1000,1,Private
Geely,Geometry C,2021,Electric,155000,95221,52784,3,Leasing
Renault,Megane,2020,Diesel,140000,72378,72011,3,Private
Geely,Geometry C,2024,Electric,155000,126539,1000,1,Company
BYD,Atto 3,2020,Electric,165000,21817,80659,2,Private
Hyundai,Tucson,2024,Petrol,175000,169267,1000,1,Private
Mazda,Mazda 3,2023,Petrol,150000,146909,17105,1,Private
Tesla,Model 3,2022,Electric,200000,169869,34656,1,Private
BYD,Atto 3,2021,Electric,165000,165000,44818,3,Private
Tesla,Model 3,2021,Electric,200000,57339,59708,3,Company
Mazda,Mazda 3,2022,Petrol,150000,140633,33789,2,Private
Kia,Sportage,2022,Petrol,175000,123473,37391,3,Private
Toyota,Corolla,2018,Hybrid,155000,99450,105453,1,Leasing
BYD,Atto 3,2022,Electric,165000,103628,35643,3,Leasing
Renault,Megane,2018,Diesel,140000,26465,111622,2,Private
Skoda,Octavia,2018,Petrol,160000,83990,106469,1,Company
Mazda,Mazda 3,2021,Petrol,150000,86290,57672,2,Private
Renault,Megane,2022,Diesel,140000,140000,27765,1,Leasing
Kia,Sportage,2019,Petrol,175000,70979,93022,1,Private
Geely,Geometry C,2024,Electric,155000,142718,1000,1,Private
Hyundai,Tucson,2022,Petrol,175000,123344,35089,3,Leasing
Tesla,Model 3,2022,Electric,200000,82252,41689,1,Leasing
Mazda,Mazda 3,2023,Petrol,150000,150000,15044,1,Private
Geely,Geometry C,2018,Electric,155000,65880,108154,2,Private
Mazda,Mazda 3,2019,Petrol,150000,96466,87844,1,Company
Mazda,Mazda 3,2021,Petrol,150000,137640,51412,1,Private
Hyundai,Tucson,2018,Petrol,175000,85534,106508,2,Leasing
Toyota,Corolla,2018,Hybrid,155000,121591,103744,3,Private
Kia,Sportage,2023,Petrol,175000,175000,8448,1,Private
Toyota,Corolla,2022,Hybrid,155000,121822,36126,3,Private
Mazda,Mazda 3,2021,Petrol,150000,150000,46284,2,Private
Hyundai,Tucson,2020,Petrol,175000,86357,73047,2,Company
BYD,Atto 3,2019,Electric,165000,126447,84541,2,Private
Geely,Geometry C,2023,Electric,155000,120693,19287,2,Private
BYD,Atto 3,2024,Electric,165000,136330,1000,1,Company
Hyundai,Tucson,2020,Petrol,175000,128764,69282,1,Private
Renault,Megane,2018,Diesel,140000,70496,104189,1,Leasing
Tesla,Model 3,2021,Electric,200000,160061,51007,3,Private
Toyota,Corolla,2021,Hybrid,155000,155000,49167,3,Private
Mazda,Mazda 3,2024,Petrol,150000,145231,1000,1,Private
Hyundai,Tucson,2021,Petrol,175000,113349,54928,3,Private
Hyundai,Tucson,2020,Petrol,175000,95226,72895,3,Private
Toyota,Corolla,2024,Hybrid,155000,142022,2212,1,Private
Mazda,Mazda 3,2018,Petrol,150000,49425,112545,2,Private
Tesla,Model 3,2023,Electric,200000,190080,14003,2,Leasing
BYD,Atto 3,2018,Electric,165000,23999,113418,3,Private
Renault,Megane,2022,Diesel,140000,120079,31078,2,Leasing
Toyota,Corolla,2021,Hybrid,155000,124274,52018,1,Company
Hyundai,Tucson,2021,Petrol,175000,110528,53155,3,Leasing
Mazda,Mazda 3,2020,Petrol,150000,125021,69671,1,Private
Geely,Geometry C,2018,Electric,155000,136848,99059,1,Private
Toyota,Corolla,2018,Hybrid,155000,76146,110110,1,Private
Mazda,Mazda 3,2022,Petrol,150000,63445,43784,2,Private
Renault,Megane,2024,Diesel,140000,129613,1000,1,Private
BYD,Atto 3,2018,Electric,165000,134993,100089,2,Private
Mazda,Mazda 3,2024,Petrol,150000,127567,1000,1,Leasing
Skoda,Octavia,2021,Petrol,160000,100093,55589,1,Private
Renault,Megane,2022,Diesel,140000,121731,32098,2,Private
Skoda,Octavia,2023,Petrol,160000,91474,22405,1,Leasing
Hyundai,Tucson,2024,Petrol,175000,168239,1000,1,Private
Tesla,Model 3,2024,Electric,200000,74645,10210,1,Leasing
Mazda,Mazda 3,2019,Petrol,150000,39190,95844,1,Leasing
Kia,Sportage,2018,Petrol,175000,92085,105938,1,Leasing
Mazda,Mazda 3,2021,Petrol,150000,43071,61293,1,Company
Toyota,Corolla,2022,Hybrid,155000,121707,35091,3,Company
BYD,Atto 3,2020,Electric,165000,60436,75761,3,Private
Mazda,Mazda 3,2018,Petrol,150000,61938,109794,1,Leasing
Kia,Sportage,2019,Petrol,175000,71684,92704,2,Private
Skoda,Octavia,2022,Petrol,160000,88029,40380,3,Private
Skoda,Octavia,2022,Petrol,160000,128001,34245,2,Leasing
Skoda,Octavia,2024,Petrol,160000,149758,1000,1,Private
Toyota,Corolla,2022,Hybrid,155000,114195,38145,1,Private
Tesla,Model 3,2019,Electric,200000,126620,86416,2,Leasing
Skoda,Octavia,2023,Petrol,160000,147488,17099,1,Private
Tesla,Model 3,2020,Electric,200000,78119,74662,2,Leasing
BYD,Atto 3,2019,Electric,165000,20000,98124,1,Private
Skoda,Octavia,2021,Petrol,160000,62241,60514,1,Private
Mazda,Mazda 3,2018,Petrol,150000,69900,108478,2,Company
Geely,Geometry C,2024,Electric,155000,133451,1000,1,Company
Kia,Sportage,2018,Petrol,175000,32491,113942,3,Private
BYD,Atto 3,2018,Electric,165000,20000,117246,3,Private
Geely,Geometry C,2022,Electric,155000,137345,32536,2,Private
Kia,Sportage,2023,Petrol,175000,150426,18981,1,Private
Hyundai,Tucson,2024,Petrol,175000,155341,2864,1,Private
BYD,Atto 3,2018,Electric,165000,30347,113124,1,Private
BYD,Atto 3,2022,Electric,165000,153143,30027,2,Leasing
Toyota,Corolla,2024,Hybrid,155000,130098,1429,1,Company
BYD,Atto 3,2020,Electric,165000,142819,65817,3,Private
Kia,Sportage,2021,Petrol,175000,72098,57377,3,Company
Hyundai,Tucson,2019,Petrol,175000,123614,85206,3,Leasing
Mazda,Mazda 3,2018,Petrol,150000,139001,101237,2,Private
Hyundai,Tucson,2018,Petrol,175000,139660,101374,2,Private
Toyota,Corolla,2021,Hybrid,155000,91702,56720,3,Private
Geely,Geometry C,2024,Electric,155000,124959,1000,1,Leasing
Skoda,Octavia,2020,Petrol,160000,136941,67435,1,Private
BYD,Atto 3,2021,Electric,165000,49784,60733,2,Private
Mazda,Mazda 3,2024,Petrol,150000,137244,1000,1,Private
Tesla,Model 3,2018,Electric,200000,83411,108840,1,Private
Hyundai,Tucson,2021,Petrol,175000,80731,58726,2,Private
Mazda,Mazda 3,2019,Petrol,150000,63792,93712,3,Private
Hyundai,Tucson,2021,Petrol,175000,150511,50812,1,Private
Kia,Sportage,2022,Petrol,175000,126100,37851,1,Private
Geely,Geometry C,2022,Electric,155000,93541,38921,1,Private
Skoda,Octavia,2019,Petrol,160000,92666,89603,2,Private
Mazda,Mazda 3,2020,Petrol,150000,102674,70497,2,Company
Skoda,Octavia,2022,Petrol,160000,96559,40094,2,Private
BYD,Atto 3,2024,Electric,165000,162586,1000,1,Private
Tesla,Model 3,2021,Electric,200000,92180,57106,1,Company
Toyota,Corolla,2023,Hybrid,155000,90974,24443,1,Private
Kia,Sportage,2019,Petrol,175000,127719,86253,2,Private
BYD,Atto 3,2018,Electric,165000,80854,106892,3,Private
Mazda,Mazda 3,2024,Petrol,150000,138172,1000,1,Private
Hyundai,Tucson,2019,Petrol,175000,93123,89139,1,Leasing
Renault,Megane,2020,Diesel,140000,25878,78493,2,Private
Mazda,Mazda 3,2020,Petrol,150000,131074,68425,1,Private
Renault,Megane,2022,Diesel,140000,127826,30324,1,Leasing
Hyundai,Tucson,2020,Petrol,175000,158018,63968,3,Company
BYD,Atto 3,2021,Electric,165000,135872,50333,3,Private
Hyundai,Tucson,2018,Petrol,175000,105248,104650,3,Company
Geely,Geometry C,2020,Electric,155000,28249,79209,3,Private
Kia,Sportage,2019,Petrol,175000,108556,87438,2,Leasing
Toyota,Corolla,2020,Hybrid,155000,117563,70184,3,Private
Renault,Megane,2022,Diesel,140000,80390,38972,2,Private
Tesla,Model 3,2023,Electric,200000,200000,14733,2,Private
Mazda,Mazda 3,2018,Petrol,150000,78819,108301,2,Private
Hyundai,Tucson,2018,Petrol,175000,51163,111971,1,Private
Skoda,Octavia,2023,Petrol,160000,82361,25334,2,Private
Kia,Sportage,2023,Petrol,175000,175000,12625,1,Private
Tesla,Model 3,2018,Electric,200000,72010,108622,2,Leasing
BYD,Atto 3,2019,Electric,165000,90713,88382,3,Private
Toyota,Corolla,2020,Hybrid,155000,108038,71595,3,Private
Tesla,Model 3,2020,Electric,200000,61864,76113,1,Company
Hyundai,Tucson,2021,Petrol,175000,159199,49186,1,Private
Renault,Megane,2020,Diesel,140000,64921,72759,2,Private
Skoda,Octavia,2024,Petrol,160000,148769,1000,1,Private
Toyota,Corolla,2020,Hybrid,155000,59340,76756,2,Company
Geely,Geometry C,2018,Electric,155000,46083,110634,1,Private
Geely,Geometry C,2023,Electric,155000,90173,21331,1,Leasing
Mazda,Mazda 3,2021,Petrol,150000,92750,56889,1,Private
BYD,Atto 3,2020,Electric,165000,62792,74450,2,Leasing
Geely,Geometry C,2022,Electric,155000,91900,38738,3,Private
Hyundai,Tucson,2024,Petrol,175000,96483,9365,1,Private
Mazda,Mazda 3,2018,Petrol,150000,35158,112890,2,Leasing
Hyundai,Tucson,2024,Petrol,175000,149935,1000,1,Company
BYD,Atto 3,2024,Electric,165000,103067,5272,1,Leasing
Geely,Geometry C,2019,Electric,155000,106535,86383,1,Private
Kia,Sportage,2022,Petrol,175000,110573,39313,1,Private
Geely,Geometry C,2020,Electric,155000,37474,78296,2,Private
Skoda,Octavia,2020,Petrol,160000,63406,75431,1,Company
Renault,Megane,2023,Diesel,140000,110650,18316,2,Private
Mazda,Mazda 3,2018,Petrol,150000,32299,113550,2,Company
Geely,Geometry C,2019,Electric,155000,64703,90154,3,Company
Toyota,Corolla,2024,Hybrid,155000,145130,1000,1,Private
Renault,Megane,2019,Diesel,140000,95958,85027,3,Private
Mazda,Mazda 3,2022,Petrol,150000,108592,37247,2,Private
Tesla,Model 3,2018,Electric,200000,200000,96929,2,Private
Kia,Sportage,2022,Petrol,175000,154566,33965,3,Private
Toyota,Corolla,2024,Hybrid,155000,54513,10691,1,Company
Kia,Sportage,2020,Petrol,175000,36724,78590,2,Leasing
BYD,Atto 3,2018,Electric,165000,84350,106671,1,Private
Toyota,Corolla,2024,Hybrid,155000,147769,1000,1,Private
Renault,Megane,2023,Diesel,140000,140000,14245,2,Private
Geely,Geometry C,2023,Electric,155000,155000,7780,2,Private
Geely,Geometry C,2021,Electric,155000,148144,48126,2,Private
Tesla,Model 3,2023,Electric,200000,113947,21670,1,Leasing
Geely,Geometry C,2023,Electric,155000,153919,13160,1,Leasing
Toyota,Corolla,2023,Hybrid,155000,114470,20803,2,Private
Renault,Megane,2022,Diesel,140000,30004,43867,3,Company
Hyundai,Tucson,2022,Petrol,175000,111018,38790,2,Private
Renault,Megane,2021,Diesel,140000,73707,55072,2,Private
Toyota,Corolla,2024,Hybrid,155000,85892,8737,1,Private
Tesla,Model 3,2022,Electric,200000,140746,37238,2,Private
BYD,Atto 3,2021,Electric,165000,27693,62006,2,Company
Kia,Sportage,2020,Petrol,175000,94961,73914,1,Private
Hyundai,Tucson,2023,Petrol,175000,159707,17885,2,Private
Kia,Sportage,2022,Petrol,175000,133772,36212,3,Private
Kia,Sportage,2023,Petrol,175000,76317,26937,1,Private
Hyundai,Tucson,2024,Petrol,175000,165018,1000,1,Private
Kia,Sportage,2020,Petrol,175000,138663,68447,1,Private
Renault,Megane,2020,Diesel,140000,99513,67837,3,Private
Kia,Sportage,2021,Petrol,175000,175000,46967,1,Private
Toyota,Corolla,2024,Hybrid,155000,141544,1000,1,Private
Skoda,Octavia,2020,Petrol,160000,133668,67588,2,Private
Renault,Megane,2023,Diesel,140000,130179,13738,1,Company
Renault,Megane,2021,Diesel,140000,68121,56376,3,Private
Skoda,Octavia,2019,Petrol,160000,115799,85889,2,Leasing
Skoda,Octavia,2022,Petrol,160000,160000,29903,1,Private
Tesla,Model 3,2018,Electric,200000,106470,105840,3,Private
Tesla,Model 3,2019,Electric,200000,68040,91889,3,Leasing
Mazda,Mazda 3,2021,Petrol,150000,95800,54243,2,Company
BYD,Atto 3,2020,Electric,165000,165000,60879,3,Private
Mazda,Mazda 3,2022,Petrol,150000,132027,32663,3,Leasing
Hyundai,Tucson,2018,Petrol,175000,108183,104597,1,Leasing
Geely,Geometry C,2020,Electric,155000,96983,70385,3,Private
Kia,Sportage,2020,Petrol,175000,67143,74972,3,Company
Toyota,Corolla,2019,Hybrid,155000,20000,99687,1,Company
Hyundai,Tucson,2021,Petrol,175000,175000,40707,2,Leasing
Hyundai,Tucson,2018,Petrol,175000,111613,105139,2,Private
Tesla,Model 3,2023,Electric,200000,74989,27953,2,Private
Renault,Megane,2022,Diesel,140000,43402,43644,3,Private
Tesla,Model 3,2018,Electric,200000,70348,109826,2,Private
Geely,Geometry C,2024,Electric,155000,138701,2615,1,Private
Geely,Geometry C,2020,Electric,155000,93643,71359,2,Private
Skoda,Octavia,2020,Petrol,160000,139745,66684,2,Private
Hyundai,Tucson,2024,Petrol,175000,134358,2073,1,Leasing
BYD,Atto 3,2023,Electric,165000,165000,13367,2,Private
Tesla,Model 3,2022,Electric,200000,200000,31199,2,Private
Toyota,Corolla,2021,Hybrid,155000,142069,50656,2,Private
Geely,Geometry C,2018,Electric,155000,67240,106876,1,Company
BYD,Atto 3,2024,Electric,165000,155677,1000,1,Private
Skoda,Octavia,2021,Petrol,160000,120789,53170,1,Private
BYD,Atto 3,2024,Electric,165000,100234,5798,1,Leasing
Renault,Megane,2018,Diesel,140000,26351,110568,2,Leasing
Mazda,Mazda 3,2020,Petrol,150000,71046,75936,2,Private
Mazda,Mazda 3,2024,Petrol,150000,142109,1000,1,Private
Toyota,Corolla,2019,Hybrid,155000,155000,77642,3,Private
Toyota,Corolla,2021,Hybrid,155000,155000,45621,2,Private
Renault,Megane,2023,Diesel,140000,88167,21655,2,Private
Geely,Geometry C,2020,Electric,155000,54729,74692,3,Leasing
Kia,Sportage,2023,Petrol,175000,175000,13631,2,Private
BYD,Atto 3,2020,Electric,165000,56972,76813,1,Private
Renault,Megane,2024,Diesel,140000,136152,1000,1,Private
Hyundai,Tucson,2021,Petrol,175000,88100,58049,1,Private
Renault,Megane,2023,Diesel,140000,140000,9640,2,Private
Mazda,Mazda 3,2018,Petrol,150000,108066,104407,3,Private
Geely,Geometry C,2024,Electric,155000,128292,1000,1,Company
Kia,Sportage,2019,Petrol,175000,24634,98037,2,Private
Tesla,Model 3,2019,Electric,200000,38963,96515,2,Private
Renault,Megane,2018,Diesel,140000,64873,105416,1,Leasing
Tesla,Model 3,2024,Electric,200000,193387,1000,1,Private
Kia,Sportage,2023,Petrol,175000,151900,19107,1,Private
Skoda,Octavia,2018,Petrol,160000,77361,108422,2,Private
Skoda,Octavia,2023,Petrol,160000,151428,14432,1,Company
Geely,Geometry C,2022,Electric,155000,122100,33501,2,Company
Toyota,Corolla,2020,Hybrid,155000,114629,71486,2,Private
Toyota,Corolla,2021,Hybrid,155000,155000,49545,3,Private
Hyundai,Tucson,2021,Petrol,175000,92199,57596,1,Private
Tesla,Model 3,2020,Electric,200000,167343,64805,3,Company
Hyundai,Tucson,2021,Petrol,175000,61157,60664,3,Private
Mazda,Mazda 3,2023,Petrol,150000,150000,15061,1,Private
Geely,Geometry C,2024,Electric,155000,150553,1000,1,Private
Mazda,Mazda 3,2018,Petrol,150000,80808,108451,1,Private
Tesla,Model 3,2024,Electric,200000,195686,1000,1,Private
Hyundai,Tucson,2024,Petrol,175000,116360,6741,1,Private
Hyundai,Tucson,2024,Petrol,175000,143524,3560,1,Private
Mazda,Mazda 3,2022,Petrol,150000,108554,37261,3,Private
Tesla,Model 3,2019,Electric,200000,72894,92239,1,Company
Mazda,Mazda 3,2018,Petrol,150000,56203,111990,1,Private
BYD,Atto 3,2019,Electric,165000,123727,84116,2,Leasing
Mazda,Mazda 3,2018,Petrol,150000,78794,108598,3,Private
Toyota,Corolla,2018,Hybrid,155000,124364,103812,1,Private
Kia,Sportage,2019,Petrol,175000,68443,93143,1,Private
Mazda,Mazda 3,2023,Petrol,150000,150000,16213,1,Private
Tesla,Model 3,2022,Electric,200000,200000,29582,2,Private
Renault,Megane,2021,Diesel,140000,42556,60302,1,Private
Renault,Megane,2021,Diesel,140000,50618,57333,3,Leasing
Skoda,Octavia,2021,Petrol,160000,121191,53030,2,Private
Toyota,Corolla,2022,Hybrid,155000,106030,38780,2,Private
Toyota,Corolla,2023,Hybrid,155000,155000,15043,1,Private
Toyota,Corolla,2018,Hybrid,155000,64411,111314,3,Private
Skoda,Octavia,2021,Petrol,160000,105356,54377,3,Private
Geely,Geometry C,2022,Electric,155000,92306,36815,2,Leasing
Renault,Megane,2020,Diesel,140000,86160,69908,2,Private
Toyota,Corolla,2021,Hybrid,155000,125376,52970,2,Private
BYD,Atto 3,2024,Electric,165000,157059,1000,1,Private
Renault,Megane,2018,Diesel,140000,47169,108899,1,Private
Kia,Sportage,2020,Petrol,175000,66500,76189,3,Private
BYD,Atto 3,2021,Electric,165000,91436,55549,2,Private
Hyundai,Tucson,2021,Petrol,175000,92481,57305,1,Private
Hyundai,Tucson,2020,Petrol,175000,130827,67911,2,Leasing
Renault,Megane,2018,Diesel,140000,92160,102330,3,Private
Mazda,Mazda 3,2022,Petrol,150000,150000,32174,2,Private
Toyota,Corolla,2023,Hybrid,155000,91134,23847,2,Private
Mazda,Mazda 3,2022,Petrol,150000,102516,38592,2,Private
Toyota,Corolla,2018,Hybrid,155000,20000,120031,3,Leasing
Tesla,Model 3,2018,Electric,200000,48272,111049,2,Leasing
Kia,Sportage,2018,Petrol,175000,164774,97601,1,Leasing
Renault,Megane,2024,Diesel,140000,83431,5455,1,Leasing
Kia,Sportage,2021,Petrol,175000,133175,52546,1,Private
Skoda,Octavia,2019,Petrol,160000,84483,91420,1,Private
Mazda,Mazda 3,2022,Petrol,150000,102756,37287,1,Leasing
Skoda,Octavia,2022,Petrol,160000,119821,36390,2,Private
Toyota,Corolla,2019,Hybrid,155000,114146,87581,2,Private
Geely,Geometry C,2019,Electric,155000,101924,85077,1,Company
Renault,Megane,2019,Diesel,140000,72098,87743,1,Leasing
Kia,Sportage,2018,Petrol,175000,63446,110234,2,Private
Kia,Sportage,2018,Petrol,175000,58128,111327,1,Private
Geely,Geometry C,2024,Electric,155000,111809,6127,1,Private
Toyota,Corolla,2018,Hybrid,155000,93948,107082,3,Private
Hyundai,Tucson,2018,Petrol,175000,20000,119120,1,Leasing
Tesla,Model 3,2021,Electric,200000,52116,62188,2,Private
Kia,Sportage,2023,Petrol,175000,162220,16352,2,Private
Toyota,Corolla,2024,Hybrid,155000,90814,8374,1,Private
BYD,Atto 3,2019,Electric,165000,60118,90970,3,Leasing
Toyota,Corolla,2022,Hybrid,155000,87153,41462,1,Private
Mazda,Mazda 3,2022,Petrol,150000,123144,36309,1,Private
Kia,Sportage,2022,Petrol,175000,161017,31362,3,Leasing
